"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Dissociable Mechanisms of Attentional Control within the Human Prefrontal Cortex","https://scispace.com/paper/dissociable-mechanisms-of-attentional-control-within-the-47w4ld4830","2001","Journal Article","Cerebral Cortex","Yasuhiro Nagahama
Tomohisa Okada
Yukinori Katsumi
Takuya Hayashi
Hiroshi Yamauchi
Chisako Oyanagi
Junji Konishi
Hidenao Fukuyama
Hiroshi Shibasaki","10.1093/CERCOR/11.1.85","","Neuropsychological tests that require shifting an attentional set, such as the Wisconsin Card Sorting Test, are sensitive to frontal lobe damage. Although little information is available for humans, an animal experiment suggested that different regions of the prefrontal cortex may contribute to set shifting behavior at different levels of processing. Behavioral studies also suggest that set shifting trials are more time consuming than non-set shifting trials (i.e. switch cost) and that this may be underpinned by differences at the neural level. We determined whether there were differential neural responses associated with two different levels of shifting behavior, that of reversal of stimulus-response associations within a perceptual dimension or that of shifting an attentional set between different perceptual dimensions. Neural activity in the antero-dorsal prefrontal cortex increased only in attentional set shifting, in which switch costs were significant. Activity in the postero-ventral prefrontal cortex increased not only in set shifting but also in reversing stimulus-response associations, in which switch costs were absent. We conclude that these distinct regions in the human prefrontal cortex provide different levels of attention control in response selection. Thus, the antero-dorsal prefrontal cortex may be critical for higher order control of attention, i.e. attentional set shifting, whereas the postero-ventral area may be related to a lower level of shift, i.e. reorganizing stimulus-response associations.","It is concluded that the antero-dorsal prefrontal cortex may be critical for higher order control of attention, whereas the postero-ventral area may be related to a lower level of shift, i.e. attentional set shifting."
"Unsupervised Spiking Neural Network Model of Prefrontal Cortex to study Task Switching with Synaptic deficiency","https://scispace.com/paper/unsupervised-spiking-neural-network-model-of-prefrontal-1mu5sowx","2023","Journal Article","arXiv.org","K. Ashwin Viswanathan
Goutam Mylavarapu
John Thomas","10.48550/arXiv.2305.14394","","In this study, we build a computational model of Prefrontal Cortex (PFC) using Spiking Neural Networks (SNN) to understand how neurons adapt and respond to tasks switched under short and longer duration of stimulus changes. We also explore behavioral deficits arising out of the PFC lesions by simulating lesioned states in our Spiking architecture model. Although there are some computational models of the PFC, SNN's have not been used to model them. In this study, we use SNN's having parameters close to biologically plausible values and train the model using unsupervised Spike Timing Dependent Plasticity (STDP) learning rule. Our model is based on connectionist architectures and exhibits neural phenomena like sustained activity which helps in generating short-term or working memory. We use these features to simulate lesions by deactivating synaptic pathways and record the weight adjustments of learned patterns and capture the accuracy of learning tasks in such conditions. All our experiments are trained and recorded using a real-world Fashion MNIST (FMNIST) dataset and through this work, we bridge the gap between bio-realistic models and those that perform well in pattern recognition tasks","In this paper , a computational model of Prefrontal Cortex (PFC) using Spiking Neural Networks (SNN) to understand how neurons adapt and respond to tasks switched under short and longer duration of stimulus changes is presented."
"A Leaky-Integrator Model as a Control Mechanism Underlying Flexible Decision Making during Task Switching","https://scispace.com/paper/a-leaky-integrator-model-as-a-control-mechanism-underlying-21ti2cw2v9","2013","Journal Article","PLOS ONE","Akinori Mitani
Akinori Mitani
Akinori Mitani
Ryo Sasaki
Ryo Sasaki
Masafumi Oizumi
Masafumi Oizumi
Takanori Uka","10.1371/JOURNAL.PONE.0059670","https://scispace.com/pdf/a-leaky-integrator-model-as-a-control-mechanism-underlying-21ti2cw2v9.pdf","The ability to switch between tasks is critical for animals to behave according to context. Although the association between the prefrontal cortex and task switching has been well documented, the ultimate modulation of sensory–motor associations has yet to be determined. Here, we modeled the results of a previous study showing that task switching can be accomplished by communication from distinct populations of sensory neurons. We proposed a leaky-integrator model where relevant and irrelevant information were stored separately in two integrators and task switching was achieved by leaking information from the irrelevant integrator. The model successfully explained both the behavioral and neuronal data. Additionally, the leaky-integrator model showed better performance than an alternative model, where irrelevant information was discarded by decreasing the weight on irrelevant information, when animals initially failed to commit to a task. Overall, we propose that flexible switching is, in part, achieved by actively controlling the amount of leak of relevant and irrelevant information.","This work proposed a leaky-integrator model where relevant and irrelevant information were stored separately in two integrators and task switching was achieved by leaking information from the irrelevant integrator, and showed better performance than an alternative model."
"Population Coding and Oscillatory Subspace Synchronization Integrate Context into Actions","https://scispace.com/paper/population-coding-and-oscillatory-subspace-synchronization-z0lxg5ja95li","","","","Jan Weber
Anne-Kristin Solbakk
Alejandro O. Blenkmann
Anais Llorens
Ingrid Funderud
Sabine Leske
Pål Gunnar Larsson
Jugoslav Ivanovic
Robert T. Knight
Tor Endestad
Randolph F. Helfrich","10.1101/2021.12.17.473118","","Contextual cues and prior evidence guide human goal-directed behavior. To date, the neurophysiological mechanisms that implement contextual priors to guide subsequent actions remain unclear. Here we demonstrate that increasing behavioral uncertainty introduces a shift from an oscillatory to a continuous processing mode in human prefrontal cortex. At the population level, we found that oscillatory and continuous dynamics reflect dissociable signatures that support distinct aspects of encoding, transmission and execution of context-dependent action plans. We show that prefrontal population activity encodes predictive context and action plans in serially unfolding orthogonal subspaces, while prefrontal-motor theta oscillations synchronize action-encoding population subspaces to mediate the hand-off of action plans. Collectively, our results reveal how two key features of large-scale population activity, namely continuous population trajectories and oscillatory synchrony, operate in concert to guide context-dependent human behavior.","This study reveals how human prefrontal cortex integrates contextual cues into actions through oscillatory subspace synchronization and continuous population activity, demonstrating distinct signatures for encoding, transmission, and execution of context-dependent action plans."
"Oscillatory dynamics coordinating human frontal networks in support of goal maintenance.","https://scispace.com/paper/oscillatory-dynamics-coordinating-human-frontal-networks-in-37kzum2bpi","2015","Journal Article","Nature Neuroscience","Bradley Voytek
Andrew S. Kayser
Andrew S. Kayser
David Badre
David Fegen
Edward F. Chang
Nathan E. Crone
Josef Parvizi
Robert T. Knight
Robert T. Knight
Mark D'Esposito
Mark D'Esposito
Mark D'Esposito","10.1038/NN.4071","https://scispace.com/pdf/oscillatory-dynamics-coordinating-human-frontal-networks-in-37kzum2bpi.pdf","Humans have a capacity for hierarchical cognitive control-the ability to simultaneously control immediate actions while holding more abstract goals in mind. Neuropsychological and neuroimaging evidence suggests that hierarchical cognitive control emerges from a frontal architecture whereby prefrontal cortex coordinates neural activity in the motor cortices when abstract rules are needed to govern motor outcomes. We utilized the improved temporal resolution of human intracranial electrocorticography to investigate the mechanisms by which frontal cortical oscillatory networks communicate in support of hierarchical cognitive control. Responding according to progressively more abstract rules resulted in greater frontal network theta phase encoding (4-8 Hz) and increased prefrontal local neuronal population activity (high gamma amplitude, 80-150 Hz), which predicts trial-by-trial response times. Theta phase encoding coupled with high gamma amplitude during inter-regional information encoding, suggesting that inter-regional phase encoding is a mechanism for the dynamic instantiation of complex cognitive functions by frontal cortical subnetworks.","The improved temporal resolution of human intracranial electrocorticography was utilized to investigate the mechanisms by which frontal cortical oscillatory networks communicate in support of hierarchical cognitive control, suggesting that inter-regional phase encoding is a mechanism for the dynamic instantiation of complex cognitive functions by frontal cortical subnetworks."
"Encoding of Rules by Neurons in the Human Dorsolateral Prefrontal Cortex","https://scispace.com/paper/encoding-of-rules-by-neurons-in-the-human-dorsolateral-3rd4x7ob96","2014","Journal Article","Cerebral Cortex","Matthew K. Mian
Sameer A. Sheth
Shaun R. Patel
Shaun R. Patel
Konstantinos Spiliopoulos
Emad N. Eskandar
Ziv Williams","10.1093/CERCOR/BHS361","http://shaunpatel.com/papers/CerebCortexMian2012.pdf","We use rules to extend learned behavior beyond specific instances to general scenarios. The prefrontal cortex (PFC) is thought to play an important role in representing rules, as evidenced by subjects who have difficulty in following rules after PFC damage and by animal studies demonstrating rule sensitivity of individual PFC neurons. How rules are instantiated at the single-neuronal level in the human brain, however, remains unclear. Here, we recorded from individual neurons in the human dorsolateral prefrontal cortex (DLPFC) as subjects performed a task in which they evaluated pairs of images using either of 2 abstract rules. We find that DLPFC neurons selectively encoded these rules while carrying little information about the subjects’ responses or the sensory cues used to guide their decisions.","This work records from individual neurons in the human dorsolateral prefrontal cortex as subjects performed a task in which they evaluated pairs of images using either of 2 abstract rules, finding that DLPFC neurons selectively encoded rules while carrying little information about the subjects' responses or the sensory cues used to guide their decisions."
"Task Set and Prefrontal Cortex","https://scispace.com/paper/task-set-and-prefrontal-cortex-1sz6qp7r11","2008","Journal Article","Annual Review of Neuroscience","Katsuyuki Sakai","10.1146/ANNUREV.NEURO.31.060407.125642","","A task set is a configuration of cognitive processes that is actively maintained for subsequent task performance. Single-unit and brain-imaging studies have identified the neural correlates for task sets in the prefrontal cortex. Here I examine whether the neural data obtained thus far are sufficient to explain the behaviors that have been illustrated within the conceptual framework of task sets. I first discuss the selectivity of neural activity in representing a specific task. I then discuss the competitions between neural representations of task sets during task switch. Finally I discuss how, in neural terms, a task set is implemented to facilitate task performance. The processes of representing, updating, and implementing task sets occur in parallel at multiple levels of brain organization. Neural accounts of task sets demonstrate that the brain determines our thoughts and behaviors.","Whether the neural data obtained thus far are sufficient to explain the behaviors that have been illustrated within the conceptual framework of task sets is examined."
"Population-level neural correlates of flexible avoidance learning in medial prefrontal cortex","https://scispace.com/paper/population-level-neural-correlates-of-flexible-avoidance-nat37m5l","2023","Posted Content","bioRxiv","Benjamin Ehret
Roman Boehringer
Elizabeth Amadei
Maria A. Cervera
Christian Henning
Aniruddh R. Galgali
Valerio Mante
Benjamin F. Grewe","10.1101/2022.12.31.522384","","The medial prefrontal cortex (mPFC) has been proposed to link sensory inputs and behavioral outputs to mediate the execution of learned behaviors. However, how such a link is implemented has remained unclear. To measure prefrontal neural correlates of sensory stimuli and learned behaviors, we performed population calcium imaging during a novel tone-signaled active avoidance paradigm in mice. We developed a novel analysis approach based on dimensionality reduction and decoding that allowed us to identify and isolate population activity patterns related the tone stimulus, learned avoidance actions and general motion. While tone-related activity was not informative about behavior, avoidance-related activity was predictive of upcoming avoidance actions. Moreover, avoidance-related activity distinguished between two different learned avoidance actions, consistent with a model in which mPFC contributes to the selection between different goal-directed actions. Overall, our results suggest that mPFC circuit dynamics transform sensory inputs into specific behavioral outputs through distributed population-level computations.","In this article , the medial prefrontal cortex (mPFC) has been proposed to link sensory inputs and behavioral outputs to mediate the execution of learned behaviors, but how such a link is implemented has remained unclear."
"Activity Subspaces in Medial Prefrontal Cortex Distinguish States of the World","https://scispace.com/paper/activity-subspaces-in-medial-prefrontal-cortex-distinguish-3v38yfow","2022","Journal Article","The Journal of Neuroscience","","10.1523/jneurosci.1412-21.2022","","Medial prefrontal cortex (mPfC) activity represents information about the state of the world, including present behavior, such as decisions, and the immediate past, such as short-term memory. Unknown is whether information about different states of the world are represented in the same mPfC neural population and, if so, how they are kept distinct. To address this, we analyze here mPfC population activity of male rats learning rules in a Y-maze, with self-initiated choice trials to an arm end followed by a self-paced return during the intertrial interval (ITI). We find that trial and ITI population activity from the same population fall into different low-dimensional subspaces. These subspaces encode different states of the world: multiple features of the task can be decoded from both trial and ITI activity, but the decoding axes for the same feature are roughly orthogonal between the two task phases, and the decodings are predominantly of features of the present during the trial but features of the preceding trial during the ITI. These subspace distinctions are carried forward into sleep, where population activity is preferentially reactivated in post-training sleep but differently for activity from the trial and ITI subspaces. Our results suggest that the problem of interference when representing different states of the world is solved in mPfC by population activity occupying different subspaces for the world states, which can be independently decoded by downstream targets and independently addressed by upstream inputs. SIGNIFICANCE STATEMENT Activity in the medial prefrontal cortex plays a role in representing the current and past states of the world. We show that during a maze task, the activity of a single population in medial prefrontal cortex represents at least two different states of the world. These representations were sequential and sufficiently distinct that a downstream population could separately read out either state from that activity. Moreover, the activity representing different states is differently reactivated in sleep. Different world states can thus be represented in the same medial prefrontal cortex population but in such a way that prevents potentially catastrophic interference between them. ","In this article , the authors show that the problem of interference when representing different states of the world is solved in mPfC by population activity occupying different subspaces for the world states, which can be independently decoded by downstream targets and independently addressed by upstream inputs."
"Activity Subspaces in Medial Prefrontal Cortex Distinguish States of the World","https://scispace.com/paper/activity-subspaces-in-medial-prefrontal-cortex-distinguish-3myoocl7","2022","Journal Article","The Journal of Neuroscience","Silvia Maggi
Mark D. Humphries","10.1523/JNEUROSCI.1412-21.2022","https://nottingham-repository.worktribe.com/preview/7276613/PfC_V2_subspaces_bioRxiv.pdf","Medial prefrontal cortex (mPfC) activity represents information about the state of the world, including present behavior, such as decisions, and the immediate past, such as short-term memory. Unknown is whether information about different states of the world are represented in the same mPfC neural population and, if so, how they are kept distinct. To address this, we analyze here mPfC population activity of male rats learning rules in a Y-maze, with self-initiated choice trials to an arm end followed by a self-paced return during the intertrial interval (ITI). We find that trial and ITI population activity from the same population fall into different low-dimensional subspaces. These subspaces encode different states of the world: multiple features of the task can be decoded from both trial and ITI activity, but the decoding axes for the same feature are roughly orthogonal between the two task phases, and the decodings are predominantly of features of the present during the trial but features of the preceding trial during the ITI. These subspace distinctions are carried forward into sleep, where population activity is preferentially reactivated in post-training sleep but differently for activity from the trial and ITI subspaces. Our results suggest that the problem of interference when representing different states of the world is solved in mPfC by population activity occupying different subspaces for the world states, which can be independently decoded by downstream targets and independently addressed by upstream inputs. SIGNIFICANCE STATEMENT Activity in the medial prefrontal cortex plays a role in representing the current and past states of the world. We show that during a maze task, the activity of a single population in medial prefrontal cortex represents at least two different states of the world. These representations were sequential and sufficiently distinct that a downstream population could separately read out either state from that activity. Moreover, the activity representing different states is differently reactivated in sleep. Different world states can thus be represented in the same medial prefrontal cortex population but in such a way that prevents potentially catastrophic interference between them.","The results suggest that the problem of interference when representing different states of the world is solved in mPfC by population activity occupying different subspaces for the world states, which can be independently decoded by downstream targets and independently addressed by upstream inputs."
"Dynamic tuning of neural stability for cognitive control","https://scispace.com/paper/dynamic-tuning-of-neural-stability-for-cognitive-control-19vgvvymks8u","2024","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Muyuan Xu
Takayuki Hosokawa
Ken‐Ichiro Tsutsui
Kazuyuki Aihara","10.1073/pnas.2409487121","","The brain is thought to execute cognitive control by actively maintaining and flexibly updating patterns of neural activity that represent goals and rules. However, while actively maintaining patterns of activity requires robustness against noise and distractors, updating the activity requires sensitivity to task-relevant inputs. How these conflicting demands can be reconciled in a single neural system remains unclear. Here, we study the prefrontal cortex of monkeys maintaining a covert rule and integrating sensory inputs toward a choice. Following the onset of neural responses, sensory integration evolves with a 70 ms delay. Using a stability analysis and a recurrent neural network model trained to perform the task, we show that this delay enables a transient, system-level destabilization, opening a temporal window to selectively incorporate new information. This mechanism allows robustness and sensitivity to coexist in a neural system and hierarchically updates patterns of neural activity, providing a general framework for cognitive control. Furthermore, it reveals a learned, explicit rule representation, suggesting a reconciliation between the symbolic and connectionist approaches for building intelligent machines. ","Researchers discover a neural mechanism in the prefrontal cortex that reconciles conflicting demands for robustness and sensitivity, enabling cognitive control through a transient destabilization that allows for hierarchical updates of neural activity patterns."
"A mechanistic theory of planning in prefrontal cortex","https://scispace.com/paper/a-mechanistic-theory-of-planning-in-prefrontal-cortex-azi4g1nih5uy","2025","Journal Article","","Kristopher T. Jensen
Peter T. Doohan
Mathias Sablé-Meyer
Sandra Reinert
Alon Baram
Thomas Akam
Timothy E.J. Behrens","10.1101/2025.09.23.677709","","Planning is critical for adaptive behaviour in a changing world, because it lets us anticipate the future and adjust our actions accordingly. While prefrontal cortex is crucial for this process, it remains unknown how planning is implemented in neural circuits. Prefrontal representations were recently discovered in simpler sequence memory tasks, where different populations of neurons represent different future time points. We demonstrate that combining such representations with the ubiquitous principle of neural attractor dynamics allows circuits to solve much richer problems including planning. This is achieved by embedding the environment structure directly in synaptic connections to implement an attractor network that infers desirable futures. The resulting 'spacetime attractor' excels at planning in challenging tasks known to depend on prefrontal cortex. Recurrent neural networks trained by gradient descent on such tasks learn a solution that precisely recapitulates the spacetime attractor – in representation, in dynamics, and in connectivity. Analyses of networks trained across different environment structures reveal a generalisation mechanism that rapidly reconfigures the world model used for planning, without the need for synaptic plasticity. The spacetime attractor is a testable mechanistic theory of planning. If true, it would provide a path towards detailed mechanistic understanding of how prefrontal cortex structures adaptive behaviour. ","A mechanistic theory of planning in prefrontal cortex is proposed, where neural attractor dynamics and environment structure are combined to infer desirable futures, enabling planning in challenging tasks, and is supported by recurrent neural networks trained on gradient descent."
"The prefrontal cortex encodes task-identity information and flexibly adjusts its sensory processes as a function of the specific ongoing task","https://scispace.com/paper/the-prefrontal-cortex-encodes-task-identity-information-and-lfz7pndwq0y9","2025","Journal Article","PLOS Biology","A. Mouille
Corentin Gaillard
Elaine Åstrand
Claire Wardak
Julià L. Amengual
Suliann Ben Hamed","10.1371/journal.pbio.3003353","","The prefrontal cortex (PFC) plays a key role in selecting, maintaining, and representing sensory information, and in its integration with our current internal goals and expectations, implementing such cognitive processes as executive functions, attention, decision-making, and working memory. Performing computation over all of these functional cognitive processes and dynamically shifting from one to the other based on task demands requires a complex functional organization and a high degree of coding flexibility. The PFC cells show a non-linear mixed selectivity characterized by specific tuning for multiple task- and behavior-related parameters. This non-linear mixed selectivity is thought to allow for a high-dimensional representation of information. Here, we asked if the PFC is mainly involved in the specific task-parameters representation, or if it additionally holds a higher-order representation for task-identity. We thus trained two macaques to perform three different tasks: A memory guided saccade task and two detection tasks involving different attention mechanisms. Multi-unit activity was recorded in the frontal eye field, bilaterally, while the monkeys performed these three tasks in the same session. Using demixed Principal Component Analysis, we found a two-dimensional neural state that characterized each of these tasks. The lower dimensional representations of the activity recorded during the performance of the two attentional tasks were more similar to each other than to the memory-guided saccade task. Furthermore, we report that task and spatial information are non-linearly mixed, a signature of a high-dimensional neural representation. Overall, this indicates that PFC encodes task-identity information and flexibly adjusts its sensory processes as a function of the specific ongoing task. ","The prefrontal cortex (PFC) encodes task-identity information and dynamically adjusts sensory processes based on task demands, exhibiting non-linear mixed selectivity and high-dimensional representation of information across multiple tasks and attention mechanisms."
"Common and Distinct Mechanisms of Cognitive Flexibility in Prefrontal Cortex","https://scispace.com/paper/common-and-distinct-mechanisms-of-cognitive-flexibility-in-28gkmx5165","2011","Journal Article","The Journal of Neuroscience","Chobok Kim
Nathan F. Johnson
Sara E. Cilles
Brian T. Gold","10.1523/JNEUROSCI.5923-10.2011","https://www.jneurosci.org/content/jneuro/31/13/4771.full.pdf","The human ability to flexibly alternate between tasks represents a central component of cognitive control. Neuroimaging studies have linked task switching with a diverse set of prefrontal cortex (PFC) regions, but the contributions of these regions to various forms of cognitive flexibility remain largely unknown. Here, subjects underwent functional brain imaging while they completed a paradigm that selectively induced stimulus, response, or cognitive set switches in the context of a single task decision performed on a common set of stimuli. Behavioral results indicated comparable reaction time costs associated with each switch type. Domain-general task-switching activation was observed in the inferior frontal junction and posterior parietal cortex, suggesting core roles for these regions in switching such as updating and representing task sets. In contrast, multiple domain-preferential PFC activations were observed across lateral and medial PFC, with progressively more rostral regions recruited as switches became increasingly abstract. Specifically, highly abstract cognitive set switches recruited anterior-PFC regions, moderately abstract response switches recruited mid-PFC regions, and highly constrained stimulus switches recruited posterior-PFC regions. These results demonstrate a functional organization across lateral and medial PFC according to the level of abstraction associated with acts of cognitive flexibility.","Functional brain imaging results demonstrate a functional organization across lateral and medial PFC according to the level of abstraction associated with acts of cognitive flexibility, as well as demonstrating comparable reaction time costs associated with each switch type."
"Switching state-space modeling of neural signal dynamics","https://scispace.com/paper/switching-state-space-modeling-of-neural-signal-dynamics-3t6yse188e","2023","Journal Article","PLOS Computational Biology","Mingjian He
Proloy Das
Gladia C. Hotan
Patrick L. Purdon","10.1371/journal.pcbi.1011395","https://scispace.compdf/switching-state-space-modeling-of-neural-signal-dynamics-3t6yse188e.pdf","Linear parametric state-space models are a ubiquitous tool for analyzing neural time series data, providing a way to characterize the underlying brain dynamics with much greater statistical efficiency than non-parametric data analysis approaches. However, neural time series data are frequently time-varying, exhibiting rapid changes in dynamics, with transient activity that is often the key feature of interest in the data. Stationary methods can be adapted to time-varying scenarios by employing fixed-duration windows under an assumption of quasi-stationarity. But time-varying dynamics can be explicitly modeled by switching state-space models, i.e., by using a pool of state-space models with different dynamics selected by a probabilistic switching process. Unfortunately, exact solutions for state inference and parameter learning with switching state-space models are intractable. Here we revisit a switching state-space model inference approach first proposed by Ghahramani and Hinton. We provide explicit derivations for solving the inference problem iteratively after applying a variational approximation on the joint posterior of the hidden states and the switching process. We introduce a novel initialization procedure using an efficient leave-one-out strategy to compare among candidate models, which significantly improves performance compared to the existing method that relies on deterministic annealing. We then utilize this state inference solution within a generalized expectation-maximization algorithm to estimate model parameters of the switching process and the linear state-space models with dynamics potentially shared among candidate models. We perform extensive simulations under different settings to benchmark performance against existing switching inference methods and further validate the robustness of our switching inference solution outside the generative switching model class. Finally, we demonstrate the utility of our method for sleep spindle detection in real recordings, showing how switching state-space models can be used to detect and extract transient spindles from human sleep electroencephalograms in an unsupervised manner. ","Switching state-space modeling of neural signal dynamics provides a powerful tool for analyzing time-varying neural time series data, enabling the detection and extraction of transient neural events."
"Species-conserved mechanisms of cognitive flexibility in complex environments","https://scispace.com/paper/species-conserved-mechanisms-of-cognitive-flexibility-in-ziw4f1pm","2022","Posted Content","bioRxiv","Florian Bähner
Tzvetan Popov
Selina Hermann
Nico Boehme
Tom Merten
Hélène Zingone
Georgia Koppe
Andreas Meyer-Lindenberg
Hazem Toutounji
Daniel Durstewitz","10.1101/2022.11.14.516439","","Flexible decision making in complex environments is a hallmark of intelligent behavior but the underlying learning mechanisms and neural computations remain elusive. Through a combination of behavioral, computational and electrophysiological analysis of a novel multidimensional rule-learning paradigm, we show that both rats and humans sequentially probe different behavioral strategies to infer the task rule, rather than learning all possible mappings between environmental cues and actions as current theoretical formulations suppose. This species-conserved process reduces task dimensionality and explains both observed sudden behavioral transitions and positive transfer effects. Behavioral strategies are represented by rat prefrontal activity and strategy-related variables can be decoded from magnetoencephalography signals in human prefrontal cortex. These mechanistic findings provide a foundation for the translational investigation of impaired cognitive flexibility. One-Sentence Summary Both rats and humans use behavioral strategies to infer task rules during multidimensional rule-learning.","In this article , a combination of behavioral, computational and electrophysiological analysis of a novel multidimensional rule-learning paradigm is presented. But the underlying learning mechanisms and neural computations remain elusive."
"A Model of Prefrontal Cortical Mechanisms for Goal-directed Behavior","https://scispace.com/paper/a-model-of-prefrontal-cortical-mechanisms-for-goal-directed-4ygrvoa6xr","2005","Journal Article","Journal of Cognitive Neuroscience","Michael E. Hasselmo","10.1162/0898929054475190","https://scispace.com/pdf/a-model-of-prefrontal-cortical-mechanisms-for-goal-directed-4ygrvoa6xr.pdf","Many behavioral tasks require goal-directed actions to obtain delayed reward. The prefrontal cortex appears to mediate many aspects of goal-directed decision making. This article presents a model of prefrontal cortex function emphasizing the influence of goal-related activity on the choice of the next motor output. The model can be interpreted in terms of key elements of Reinforcement Learning Theory. Different neocortical minicolumns represent distinct sensory input states and distinct motor output actions. The dynamics of each minicolumn include separate phases of encoding and retrieval. During encoding, strengthening of excitatory connections forms forward and reverse associations between each state, the following action, and a subsequent state, which may include reward. During retrieval, activity spreads from reward states throughout the network. The interaction of this spreading activity with a specific input state directs selection of the next appropriate action. Simulations demonstrate how these mechanisms can guide performance in a range of goal-directed tasks, and provide a functional framework for some of the neuronal responses previously observed in the medial prefrontal cortex during performance of spatial memory tasks in rats.","Simulations demonstrate how these mechanisms can guide performance in a range of goal-directed tasks, and provide a functional framework for some of the neuronal responses previously observed in the medial prefrontal cortex during performance of spatial memory tasks in rats."
"Advances in Cognitive Neurodynamics (II)","https://scispace.com/paper/advances-in-cognitive-neurodynamics-ii-3ir2mt27cu","2011","Book","","Jos M. Delgado-Garc a
Xiaochuan Pan
Raudel. S nchez-Campusano
Rubin Wang","10.1007/978-90-481-9695-1","","The present paper investigated the neural mechanisms underlying dynamic neural representation in the prefrontal cortex (PFC), which is thought to play a crucial role in flexible cognitive behavior. Neural representation is discrete or continuous according to the information to be encoded. The multistable attractor model is a plausible theory of flexible control of representation. Attractor states are dependent on functional connectivity in which neuronal subpopulations actively communicate with one another at any particular moment in time. We discussed new optogenetics tools to manipulate the state of local circuits to investigate dynamical neural function.","The present paper investigated the neural mechanisms underlying dynamic neural representation in the prefrontal cortex (PFC), which is thought to play a crucial role in flexible cognitive behavior."
"Spiking recurrent neural networks represent task-relevant neural sequences in rule-dependent computation","https://scispace.com/paper/spiking-recurrent-neural-networks-represent-task-relevant-j12q7nksx9","2021","Posted Content","bioRxiv","Xue X
Michael M. Halassa
Zhe Chen","10.1101/2021.01.21.427464","https://scispace.com/pdf/spiking-recurrent-neural-networks-represent-task-relevant-j12q7nksx9.pdf","Prefrontal cortical neurons play in important roles in performing rule-dependent tasks and working memory-based decision making. Motivated by experimental data, we develop an excitatory-inhibitory spiking recurrent neural network (SRNN) to perform a rule-dependent two-alternative forced choice (2AFC) task. We imposed several important biological constraints onto the SRNN, and adapted the spike frequency adaptation (SFA) and SuperSpike gradient methods to update the network parameters. These proposed strategies enabled us to train the SRNN efficiently and overcome the vanishing gradient problem during error back propagation through time. The trained SRNN produced rule-specific tuning in single-unit representations, showing rule-dependent population dynamics that strongly resemble experimentally observed data in rodent and monkey. Under varying test conditions, we further manipulated the parameters or configuration in computer simulation setups and investigated the impacts of rule-coding error, delay duration, weight connectivity and sparsity, and excitation/inhibition (E/I) balance on both task performance and neural representations. Overall, our modeling study provides a computational framework to understand neuronal representations at a fine timescale during working memory and cognitive control.","In this article, an excitatory-inhibitory spiking recurrent neural network (SRNN) was developed to perform a rule-dependent two-alternative forced choice (2AFC) task."
"Stable population coding for working memory coexists with heterogeneous neural dynamics in prefrontal cortex","https://scispace.com/paper/stable-population-coding-for-working-memory-coexists-with-4p41rbhgaz","2017","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","John D. Murray
Alberto Bernacchia
Nicholas Roy
Christos Constantinidis
Ranulfo Romo
Xiao Jing Wang","10.1073/PNAS.1619449114","https://www.pnas.org/content/pnas/114/2/394.full.pdf","Working memory (WM) is a cognitive function for temporary maintenance and manipulation of information, which requires conversion of stimulus-driven signals into internal representations that are maintained across seconds-long mnemonic delays. Within primate prefrontal cortex (PFC), a critical node of the brain's WM network, neurons show stimulus-selective persistent activity during WM, but many of them exhibit strong temporal dynamics and heterogeneity, raising the questions of whether, and how, neuronal populations in PFC maintain stable mnemonic representations of stimuli during WM. Here we show that despite complex and heterogeneous temporal dynamics in single-neuron activity, PFC activity is endowed with a population-level coding of the mnemonic stimulus that is stable and robust throughout WM maintenance. We applied population-level analyses to hundreds of recorded single neurons from lateral PFC of monkeys performing two seminal tasks that demand parametric WM: oculomotor delayed response and vibrotactile delayed discrimination. We found that the high-dimensional state space of PFC population activity contains a low-dimensional subspace in which stimulus representations are stable across time during the cue and delay epochs, enabling robust and generalizable decoding compared with time-optimized subspaces. To explore potential mechanisms, we applied these same population-level analyses to theoretical neural circuit models of WM activity. Three previously proposed models failed to capture the key population-level features observed empirically. We propose network connectivity properties, implemented in a linear network model, which can underlie these features. This work uncovers stable population-level WM representations in PFC, despite strong temporal neural dynamics, thereby providing insights into neural circuit mechanisms supporting WM.","Stable population-level WM representations in PFC are found, despite strong temporal neural dynamics, thereby providing insights into neural circuit mechanisms supporting WM."
"Stability from subspace rotations and traveling waves","https://scispace.com/paper/stability-from-subspace-rotations-and-traveling-waves-2vjqzbtvqo","2024","Journal Article","bioRxiv","Tamal Batabyal
Scott L. Brincat
Jacob A. Donoghue
Mikael Lundqvist
Meredith Mahnke
Earl K. Miller","10.1101/2024.02.19.581020","","Cortical activity shows stability, including the ability to recover from disruptions. We analyzed spiking from the prefrontal cortex (PFC) of monkeys performing working memory tasks with mid-memory-delay distractions. Perturbation of cortex by events (distraction by a gaze shift or visual distractor, or other sensory inputs) caused rotational dynamics in a subspace that often returned spiking to patterns similar to pre-disruption patterns. The rotations were predictive of behavioral performance. Further, we found direct correspondence between state-space rotations and traveling waves rotating across the surface of the PFC. This suggests a role for subspace rotations in cortical stability and a correspondence between subspace trajectories and traveling waves.","Subspace rotations and traveling waves stabilize cortical activity during working memory tasks."
