"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment","Data Characteristics and Availability"
"Early Failures Benefit Subsequent Task Performance.","https://scispace.com/paper/early-failures-benefit-subsequent-task-performance-1hxprlerus","2016","Journal Article","Scientific Reports","Hideyoshi Igata
Takuya Sasaki
Yuji Ikegaya","10.1038/SREP21293","https://scispace.com/pdf/early-failures-benefit-subsequent-task-performance-1hxprlerus.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes each mouse's routes and provides trial‑by‑trial choice data, but lacks explicit reinforcement mechanisms, clear abrupt insight events, integrated reinforcement‑insight linkage, computational models, or cross‑species comparisons.","Animals navigate using cognitive maps. However, how they adaptively exploit these maps in changing environments is not fully understood. In this study, we investigated the problem-solving behaviors of mice in a complicated maze in which multiple routes with different intersections were available (Test 1). Although all mice eventually settled on the shortest route, mice that initially exhibited more trial-and-error exploration solved the maze more rapidly. We then introduced one or two barriers that obstructed learned routes such that mice had to establish novel roundabout detours (Tests 2/3). Solutions varied among mice but were predictable based on individual early trial-and-error patterns observed in Test 1: mice that had initially explored more extensively found better solutions. Finally, when the barriers were removed (Test 4), all mice reverted to the best solution after active exploration. Thus, early active exploration helps mice to develop optimal strategies.","INDIVIDUAL_PATHS: Yes
TRIAL_DATA: Yes
DATA_ACCESS: Figures
SUDDEN_IMPROVEMENT: Yes
N_INDIVIDUALS: 14
N_TRIALS: 20 per day
PRIORITY: High","- **Individual mouse trajectories:** Representative trajectories for individual animals are shown (Fig. 2, Fig. 3c).
- **Number of mice studied:** 16 naive C57BL/6J male mice were initially used; 14 were included in the analyses.
- **Number of trials or temporal resolution:** Mice were tested in 20 trials per day. Trajectories were tracked at 25 Hz.
- **Data availability:** Not specified.
- **Path efficiency/continuous performance metrics:** Path efficiency (route ratio, errors per trial, VTE events) and other metrics (travel distance, angular velocity) were tracked over time."
"Mice take calculated risks","https://scispace.com/paper/mice-take-calculated-risks-2n2ahw3u5b","2012","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Aaron Kheifets
Charles R. Gallistel","10.1073/PNAS.1205131109","https://www.pnas.org/content/pnas/109/22/8776.full.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows abrupt, trial‑by‑trial behavioral shifts implying probability calculations, but lacks reinforcement‑based mechanisms, individual path efficiency analysis, and computational or comparative modeling.","Animals successfully navigate the world despite having only incomplete information about behaviorally important contingencies. It is an open question to what degree this behavior is driven by estimates of stochastic parameters (brain-constructed models of the experienced world) and to what degree it is directed by reinforcement-driven processes that optimize behavior in the limit without estimating stochastic parameters (model-free adaptation processes, such as associative learning). We find that mice adjust their behavior in response to a change in probability more quickly and abruptly than can be explained by differential reinforcement. Our results imply that mice represent probabilities and perform calculations over them to optimize their behavior, even when the optimization produces negligible material gain.","INDIVIDUAL_PATHS: Unclear
TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_IMPROVEMENT: Yes
N_INDIVIDUALS: Not available in metadata.
N_TRIALS: Not available in metadata.
PRIORITY: Not available in metadata.","The metadata states that mice adjust their behavior more quickly and abruptly than explained by differential reinforcement, implying they represent probabilities and perform calculations. However, information regarding individual mouse trajectories, the specific number of mice studied, the number of trials or temporal resolution, data availability (raw data repository, supplementary files, digitizable figures), or whether path efficiency or other continuous performance metrics are tracked over time is not specified."
"Schema-induced shifts in mice navigational strategies are unveiled by a minimal behavioral model of spatial exploration.","https://scispace.com/paper/schema-induced-shifts-in-mice-navigational-strategies-are-4tlmztw55u","2020","Posted Content","bioRxiv","Christina-Anna Vallianatou
Alejandra Alonso
Adrian Zapata Aleman
Lisa Genzel
Federico Stella","10.1101/2020.12.21.423808","https://scispace.com/pdf/schema-induced-shifts-in-mice-navigational-strategies-are-4tlmztw55u.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes each mouse's path efficiency and provides trial‑by‑trial dynamics; uses a minimal behavioral model but lacks explicit reinforcement learning and abrupt insight linking.","Shifts in spatial patterns produced during the execution of a navigational task can be used to track the effects of the accumulation of knowledge and the acquisition of structured information about the environment. Here we provide a quantitative analysis of mice behavior while performing a novel goal localization task in a large, modular arena, the HexMaze. To demonstrate the effects of different forms of previous knowledge we first obtain a precise statistical characterization of animals9 paths with sub-trial resolution and over different phases of learning. The emergence of a flexible representation of the task is accompanied by a progressive improvement of performance, mediated by multiple, multiplexed time scales. We then use a generative mathematical model of the animal behavior to isolate the specific contributions to the final navigational strategy. We find that animal behavior can be accurately reproduced by the combined effect of a goal-oriented component, becoming stronger with the progression of learning, and of a random walk component, producing choices unrelated to the task and only partially weakened in time.","INDIVIDUAL_PATHS: Yes
TRIAL_DATA: Yes
DATA_ACCESS: Figures
SUDDEN_IMPROVEMENT: Yes
N_INDIVIDUALS: 20
N_TRIALS: 30 per session
PRIORITY: High","The paper reports individual mouse trajectories as sequences of visited maze nodes. Five cohorts of four male C57BL/6J mice each (total 20 mice) were studied, with the first cohort excluded, leaving 16 mice. Mice underwent up to 30 trials per session, with sub-trial resolution for path analysis. All analysis and simulations were performed using custom MATLAB code, but no raw data repository is specified. Path efficiency (Relative Trial Length, Distance From Optimal Path) and other continuous performance metrics are tracked over time."
"Innate Navigation: Magnetic Sensation and Maze Learning","https://scispace.com/paper/-raYyzaTxogJ","","","","M Rosenberg","","https://search.proquest.com/openview/c72f14476564d2cbb318ee75aee404a9/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows sudden insight and efficient maze paths, but lacks reinforcement mechanism, trial‑by‑trial data, explicit integration, modeling, or cross‑species comparison.","","INDIVIDUAL_PATHS: Unclear
TRIAL_DATA: No
DATA_ACCESS: None
SUDDEN_IMPROVEMENT: Yes
N_INDIVIDUALS: Unclear
N_TRIALS: Unclear
PRIORITY: Low","(1) Individual path efficiency is tracked. (2) Not specified. (3) Not specified. (4) Not specified. (5) Path length is plotted, related to ""turning errors."" The paper notes ""rapid learning, sudden insight, and efficient exploration"" in mice."
"The learning curve: Implications of a quantitative analysis","https://scispace.com/paper/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq","2004","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Charles R. Gallistel
Stephen Fairhurst
Peter D. Balsam","10.1073/PNAS.0404965101","https://scispace.com/pdf/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses change‑point analysis to show abrupt performance jumps; provides trial‑by‑trial binary choice data with reward but lacks path efficiency metrics, mouse focus, or computational modeling.","The negatively accelerated, gradually increasing learning curve is an artifact of group averaging in several commonly used basic learning paradigms (pigeon autoshaping, delay- and trace-eye-blink conditioning in the rabbit and rat, autoshaped hopper entry in the rat, plus maze performance in the rat, and water maze performance in the mouse) The learning curves for individual subjects show an abrupt, often step-like increase from the untrained level of responding to the level seen in the well trained subject The rise is at least as abrupt as that commonly seen in psychometric functions in stimulus detection experiments It may indicate that the appearance of conditioned behavior is mediated by an evidence-based decision process, as in stimulus detection experiments If the appearance of conditioned behavior is taken instead to reflect the increase in an underlying associative strength, then a negligible portion of the function relating associative strength to amount of experience is behaviorally visible Consequently, rate of learning cannot be estimated from the group-average curve; the best measure is latency to the onset of responding, determined for each subject individually","INDIVIDUAL_PATHS: No
TRIAL_DATA: Yes
DATA_ACCESS: Figures
SUDDEN_IMPROVEMENT: Yes
N_INDIVIDUALS: 9 mice, 8 rats, 11 rats, 24 rabbits, 105 birds
N_TRIALS: 30 trials (mice), 42 trials (rats), 65-80 trials (rabbits), 30 trials (rats), 1500 trials (pigeons)
PRIORITY: Medium","The paper analyzes water maze learning in nine mice, with data kindly provided by R. Han and L. Matzel. Individual mouse swim efficiency is tracked over 30 trials, computed as straight-line distance to the platform divided by distance swum. Figure 11B shows cumulative efficiency records for three individual mice (best, median, worst). The paper does not specify if raw trajectories are reported, nor does it mention a data repository; it only refers to ""data supplied by."""
"eLife assessment: Stochastic characterization of navigation strategies in an automated variant of the Barnes maze","https://scispace.com/paper/elife-assessment-stochastic-characterization-of-navigation-ontwspux1l","2023","Peer Review","","Adrien Peyrache","10.7554/elife.88648.1.sa0","","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes each mouse’s path efficiency and presents trial‑by‑trial dynamics, revealing strategy switches roughly every six visits.","Animals can use a repertoire of strategies to navigate in an environment, and it remains an intriguing question how these strategies are selected based on the nature and familiarity of environments. To investigate this question, we developed a fully automated variant of the Barnes maze, characterized by 24 vestibules distributed along the periphery of a circular arena, and monitored the trajectories of mice over 15 days as they learned to navigate from a random start vestibule to a goal vestibule. We show that the patterns of vestibule visits can be reproduced by the combination of three stochastic processes reminiscent of random, serial and spatial strategies. The processes randomly selected vestibules based on either uniform (random) or biased (serial and spatial) probability distributions; closely matched experimental data across a range of statistical distributions characterizing the length, distribution, step size, direction, and stereotypy of vestibule sequences; and revealed a shift from random to spatial and serial strategies over time, with a strategy switch occurring approximately every 6 vestibule visits. Our study provides a novel apparatus and analysis toolset for tracking the repertoire of navigation strategies and demonstrates that a set of stochastic processes can largely account for exploration patterns in the Barnes maze. ","INDIVIDUAL_PATHS: Yes
TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_IMPROVEMENT: Unclear
N_INDIVIDUALS: Unclear
N_TRIALS: Unclear
PRIORITY: Low","The paper monitored trajectories of mice over 15 days, revealing a shift in navigation strategies over time. It describes patterns of vestibule visits and closely matched experimental data across statistical distributions characterizing length, distribution, step size, direction, and stereotypy of vestibule sequences. The number of individual mice studied, specific trial count, and data availability are not specified in the metadata. Path efficiency or other continuous performance metrics are not explicitly mentioned."
"An Action-Selection Calculus","https://scispace.com/paper/an-action-selection-calculus-1p143c3ftv","2007","Journal Article","Adaptive Behavior","Mark Witkowski","10.1177/1059712306076254","https://scispace.com/pdf/an-action-selection-calculus-1p143c3ftv.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses animat simulations to show abrupt performance jumps after latent learning, links reward valence to internal predictions, provides trial‑by‑trial traces and path metrics, but focuses on group averages and lacks detailed mouse‑specific path efficiency or cross‑species comparisons.","This article describes a unifying framework for five highly influential but disparate theories of natural learning and behavioral action selection. These theories are normally considered independently, with their own experimental procedures and results. The framework presented builds on a structure of connection types, propagation rules and learning rules, which are used in combination to integrate results from each theory into a whole. These connection types and rules form the action-selection calculus. The calculus will be used to discuss the areas of genuine difference between the factor theories and to identify areas where there is overlap and where apparently disparate findings have a common source. The discussion is illustrated with exemplar experimental procedures. The article focuses on predictive or anticipatory properties inherent in these action-selection and learning theories, and uses the dynamic expectancy model and its computer implementation SRS/E as a mechanism to conduct this discussion.","INDIVIDUAL_PATHS: Unclear
TRIAL_DATA: Yes
DATA_ACCESS: Figures
SUDDEN_IMPROVEMENT: Yes
N_INDIVIDUALS: 100
N_TRIALS: 20
PRIORITY: High","The paper uses ""animat emulation"" for simulations, not actual mouse trajectories. It reports ""averages of 100 experimental runs"" (simulations), not individual animal data. The number of ""mice"" (rats in original experiments) is not specified, as it's a simulation. The number of trials is 20, with temporal resolution of ""one move action at each cycle"" (page 17). Data availability is Not specified. Path efficiency (""Average Steps/trial"") is tracked over time in figures."
"Probabilistic Models for Characterizing Animal Learning and Decision-Making","https://scispace.com/paper/6OVOf-UijSgJ","","","","ZC Ashwood","","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses reinforcement learning and inverse RL to model mouse maze trajectories, hints at sudden performance jumps, examines individual routes and trial‑by‑trial data, but stops short of fully linking abrupt gains to the reinforcement mechanism or comparing across species.","","INDIVIDUAL_PATHS: Yes
TRIAL_DATA: Yes
DATA_ACCESS: None
SUDDEN_IMPROVEMENT: Yes
N_INDIVIDUALS: Unclear
N_TRIALS: Unclear
PRIORITY: Unclear","The paper uses inverse reinforcement learning (IRL) to analyze trajectories of mice exploring a maze, suggesting individual path analysis. It hints at examining trial-by-trial data and components explainable by reinforcement learning rules. Path efficiency is implied through the analysis of trajectories. The number of mice, trials, and temporal resolution are not specified. Data availability is also not specified in the metadata."
"Modeling Complex Animal Behavior with Latent State Inverse Reinforcement Learning","https://scispace.com/paper/modeling-complex-animal-behavior-with-latent-state-inverse-7j7k4vl53ub6","2024","Journal Article","","Aditi Jha
Victor Geadah
Jonathan W. Pillow","10.1101/2024.11.13.623515","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses latent-state IRL to infer reward-driven behavior; models each mouse individually but lacks abrupt learning evidence, trial‑by‑trial dynamics, or cross‑species comparisons.","Understanding complex animal behavior is crucial for linking brain computation to observed actions. While recent research has shifted towards modeling behavior as a dynamic process, few approaches exist for modeling long-term, naturalistic behaviors such as navigation. We introduce discrete Dynamical Inverse Reinforcement Learning (dDIRL), a latent state-dependent paradigm for modeling complex animal behavior over extended periods. dDIRL models animal behavior as being driven by internal state-specific rewards, with Markovian transitions between the distinct internal states. Using expectation-maximization, we infer reward functions corresponding to each internal states and the transition probabilities between them, from observed behavior. We applied dDIRL to water-starved mice navigating a labyrinth, analyzing each animal individually. Our results reveal three distinct internal states sufficient to describe behavior, including a consistent water-seeking state occupied for less than half the time. We also identified two clusters of animals with different exploration patterns in the labyrinth. dDIRL offers a nuanced understanding of how internal states and their associated rewards shape observed behavior in complex environments, paving the way for deeper insights into the neural basis of naturalistic behavior. ","INDIVIDUAL_PATHS: Unclear
TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_IMPROVEMENT: Unclear
N_INDIVIDUALS: Unclear
N_TRIALS: Unclear
PRIORITY: Low","The paper analyzes each animal individually, revealing three distinct internal states and two clusters of animals with different exploration patterns in water-starved mice navigating a labyrinth. The specific number of mice studied is not specified. Information regarding the number of trials, temporal resolution, data availability (like a raw data repository, supplementary files, or digitizable figures), and whether path efficiency or other continuous performance metrics are tracked over time is not specified in the provided metadata."
"Dynamic inverse reinforcement learning for characterizing animal behavior","https://scispace.com/paper/dynamic-inverse-reinforcement-learning-for-characterizing-vifmcv3o","","Proceedings Article","Neural Information Processing Systems","Zoe C. Ashwood
Aditi Jha
Jonathan W. Pillow","","https://proceedings.neurips.cc/paper_files/paper/2022/file/bf215fa7fe70a38c5e967e59c44a99d0-Paper-Conference.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses dynamic IRL to infer time‑varying rewards, providing a computational model of mouse navigation. Lacks evidence of sudden insight, explicit path‑efficiency metrics, or direct linking of reinforcement to abrupt performance jumps. Trial‑by‑trial dynamics are only indirectly addressed; no comparative species analysis.","Understanding decision-making is a core objective in both neuroscience and psychology, and computational models have often been helpful in the pursuit of this goal. While many models have been developed for characterizing behavior in binary decision-making and bandit tasks, comparatively little work has focused on animal decision-making in more complex tasks, such as navigation through a maze. Inverse reinforcement learning (IRL) is a promising approach for understanding such behavior, as it aims to infer the unknown reward function of an agent from its observed trajectories through state space. However, IRL has yet to be widely applied in neuroscience. One potential reason for this is that existing IRL frameworks assume that an agent’s reward function is fixed over time. To address this shortcoming, we introduce dynamic inverse reinforcement learning (DIRL), a novel IRL framework that allows for time-varying intrinsic rewards. Our method parametrizes the unknown reward function as a time-varying linear combination of spatial reward maps (which we refer to as “goal maps”). We develop an efficient inference method for recovering this dynamic reward function from behavioral data. We demonstrate DIRL in simulated experiments and then apply it to a dataset of mice exploring a labyrinth. Our method returns interpretable reward functions for two separate cohorts of mice, and provides a novel characterization of exploratory behavior. We expect DIRL to have broad applicability in neuroscience, and to facilitate the design of biologically-inspired reward functions for training artificial agents.","INDIVIDUAL_PATHS: Unclear
TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_IMPROVEMENT: Unclear
N_INDIVIDUALS: Unclear
N_TRIALS: Unclear
PRIORITY: Low","The paper applies its method to a dataset of mice exploring a labyrinth and returns interpretable reward functions for two separate cohorts of mice. It characterizes exploratory behavior. Information on individual mouse trajectories, the exact number of mice, trials/temporal resolution, path efficiency, or data availability (repository/files) is not specified."
