"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Time perception-based decision making in a parasitoid wasp","https://scispace.com/paper/time-perception-based-decision-making-in-a-parasitoid-wasp-5d92g2yxoc","2017","Journal Article","Behavioral Ecology","Jean-Philippe Parent
Keiji Takasu
Jacques Brodeur
Guy Boivin","10.1093/BEHECO/ARW171","https://academic.oup.com/beheco/article-pdf/28/3/640/17695722/arw171.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on parasitoid wasp time perception, not honeybees or same/different concept learning; lacks relevant species, concepts, transfer tests, individual trial data, or comparative neural discussion.","Lay Summary Parasitoid wasps need to measure time to optimize their behavior. Using training with odors, we demonstrated that they are able to measure the time between host encounters. They will fly to the odor associated to the interval of time they just experienced. The way by which they measure time appears to be at least in part through activity during the waiting period. Indeed, restraining movement appears to prevent them from measuring time."
"Ants resort to heuristics when facing relational-learning tasks they cannot solve","https://scispace.com/paper/ants-resort-to-heuristics-when-facing-relational-learning-4o3eev6ymo","2020","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Felix B. Oberhauser
Felix B. Oberhauser
Alexandra Koch
M. De Agrò
M. De Agrò
K. Rex
Tomer J. Czaczkes","10.1098/RSPB.2020.1262","https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2020.1262","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Investigates ants' heuristics in same/different tasks, but lacks honeybee focus, individual bee data, transfer tests, neural links, or detailed bee‑specific methods.","We humans sort the world around us into conceptual groups, such as 'the same' or 'different', which facilitates many cognitive tasks. Applying such abstract concepts can improve problem-solving success and is therefore worth the cognitive investment. In this study, we investigated whether ants (Lasius niger) can learn the relational rule of 'the same' or 'different' by training them in an odour match-to-sample test over 48 visits. While ants in the 'different' treatment improved significantly over time, reaching around 65% correct decisions, ants in the 'same' treatment did not. Ants did not seem able to learn such abstract relational concepts, but instead created their own individual strategy to try to solve the problem: some ants decided to 'always go left', others preferred a 'go to the more salient cue' heuristic which systematically biased their decisions. These heuristics even occasionally lowered the success rate in the experiment below chance, indicating that following any rule may be more desirable then making truly random decisions. As the finding that ants resort to heuristics when facing hard-to-solve decisions was discovered post-hoc, we strongly encourage other researchers to ask whether employing heuristics in the face of challenging tasks is a widespread phenomenon in insects."
"Article I","https://scispace.com/paper/article-i-2mcc4t3b3o","2024","Book Chapter","","Schmahl Stefanie","10.1093/law/9780192855114.003.0019","https://www.researchgate.net/profile/Aurore-Avargues-Weber/publication/279657534_Cognition_visuelle_chez_l'abeille_Apis_mellifera_categorisation_par_extraction_de_configurations_spatiales_et_de_concepts_relationnels/links/58ecbc650f7e9b81aedcf991/Cognition-visuelle-chez-labeille-Apis-mellifera-categorisation-par-extraction-de-configurations-spatiales-et-de-concepts-relationnels.pdf#page=143","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on refugee law and the 1967 Protocol; contains no honeybee experiments, abstract concept learning, or related methodological or neural data.","This chapter elaborates on Article I. It starts with the premise of the Convention responding to the difficulty of handling refugees subsequent to the Second World War. However, the refugee crisis expanded beyond the Western sphere and affected regions such as Asia and Africa. Thus, the 1967 Protocol achieved the formal, but not the substantive, universalization of the 1951 Convention definition of refugee status. The chapter cites that the 1967 Protocol liberated the 1951 Convention from temporal and geographical limitations, which also equalised the legal status of future refugees independent from the dateline of January 1951. It explains the subsequent result of the 1951 Convention and the 1967 Protocol as the Magna Carta for refugees. "
"Individual-level patterns of division of labor in honeybees highlight flexibility in colony-level developmental mechanisms","https://scispace.com/paper/individual-level-patterns-of-division-of-labor-in-honeybees-32z00thb6j","2012","Journal Article","Behavioral Ecology and Sociobiology","Brian R. Johnson
Elizabeth Frost","10.1007/S00265-012-1341-4","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on honeybee division of labor, not abstract concept learning or transfer; lacks individual trial data, neural discussion, or comparative analyses.","Honeybee division of labor (DOL) has become a model system for exploring the genetic basis of complex traits and phenotypic plasticity. Although many highly informative behavioral studies have been conducted on this topic (both at the cohort and individual levels), most studies have focused on a few behavioral acts, such as the age of first foraging. Few studies have recorded large numbers of relatively complete individual-level patterns of DOL. Such fine-scale patterns would lay the foundation for rigorous molecular analyses of this phenomenon and allow us to differentiate between competing mechanistic models of DOL. Here, we record over 100 individual-level DOL patterns of bees living under natural conditions. We found that the transitions between castes (polyphenism states) are often gradual, with bees being in multiple castes at once. This is contrary to the traditional view that changes are abrupt. We also found that bees often skip castes, a key prediction of a recent model of DOL. We further confirm variation in the rate at which bees pass through castes and the age of first foraging. Taken together, these results greatly improve our understanding of this model system and allow for a strong revision of current models of honeybee DOL."
"Individual cognition and collective behaviour in ants","https://scispace.com/paper/individual-cognition-and-collective-behaviour-in-ants-4samhn5tbp","2019","Dissertation","","Felix B. Oberhauser","","https://epub.uni-regensburg.de/41141/2/Supplementary_material.zip","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ant cognition, not honeybees; explores same/different tasks but finds heuristic use, no abstract rule transfer, and lacks individual bee data or neural discussion.","Eusocial insects are impressive on individual and collective level. Collectively, they build nests and efficiently exploit and monopolise nearby resources by sharing information amongst their members. Such collective behaviours are shaped by remarkable and multi-facetted individual abilities and decision-making processes. By revealing and investigating factors which influence individual decision making, this thesis provides a deeper insight into the cognitive lives of ants while contributing to a more cohesive understanding of colony behaviour as a whole.
In chapter 2, we demonstrated that foraging ants form expectations about value-neutral qualities of a food source – such as its taste – and dislike food which deviates from those expectations. As such dislike is translated into reduced recruitment, it will have a direct impact on colony-level behaviour. Expectations are thus a potential driver of foraging decisions.
Ants excel in navigation, and we showed in chapter 3 that ants can rapidly learn olfactory or spatial cues to localise food sources. Moreover, when those two types of private information where put into conflict, ants exclusively relied on olfaction. This demonstrates that one type of information can entirely dominate decisions in certain situations.
While we demonstrated that ants learn simple associations rapidly, nothing was known about their ability to learn abstract relations between stimuli, although concept learning has been reported in honeybees. Thus, in chapter 4, we trained ants to learn a relational rule of same/different, but found that the ants, instead of solving such a complex task via learning, resorted to heuristics such as ‘go left’ or ‘go to the more salient cue’. Intriguingly, the heuristics used varied between individual ants.
Learning is dependent on reward and motivation and in chapter 5 we investigated whether those factors alone could explain individual and collective foraging behaviour. While we only found small effects of reward magnitude and motivation on learning, persistence rates varied dramatically in lower motivated colonies. An agent-based model using the empirical data further demonstrated that individual decisions alone can cause ecologically sensible colony-level foraging behaviour.
Finally, in chapter 6 we explored whether colonies could make sensible collective decisions in the context of trail-clearing by Australian meat ants. We found that ant colonies preferentially cleared trails toward a food source if the alternative detours were long. The underlying mechanisms seem to be dependent on individual propensities to remove obstacles which leads to the emergence of paths.
Taken together, the results of this thesis broaden our understanding of individual cognition in ants and demonstrate that properties inherent to individuals, such as experience or task propensities, systematically influence decisions and thus impact the collective."
"How images may or may not represent flowers: picture–object correspondence in bumblebees (Bombus impatiens)?","https://scispace.com/paper/how-images-may-or-may-not-represent-flowers-picture-object-3eai5ztyxk","2014","Journal Article","Animal Cognition","Emma L. Thompson
C.M.S. Plowright","10.1007/S10071-014-0733-4","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses radial maze and 2‑D floral images to test picture–object correspondence in bumblebees; lacks honeybee focus, same/different concepts, individual trial data, or neural discussion.","Studies of bee cognition frequently use two-dimensional stimuli referred to as floral patterns, and yet how bees perceive pictorial representations is not known. An investigation of bumblebee (Bombus impatiens) picture–object correspondence was undertaken according to the theory of Fagot et al. (Picture perception in animals. Psychology Press Ltd, East Sussex, pp 295–320, 2000) that pictures and objects may be confused, perceived as independent or equivalent. In three experiments, bumblebees were given discrimination training and unrewarded testing in a radial maze. In the first experiment, preferences between artificial flowers and photographs of those flowers revealed a significant learned preference for the stimulus rewarded during training: no confusion following training. In the second experiment, bees did transfer learning from artificial flowers to photographs: some commonality between an object and photograph was perceived. In the third experiment, bees spontaneously generalized a learned preference for one artificial flower to its silhouette, but only for one of two flowers used in training. No generalization was obtained to drawn images. Some transfer between image and object is exhibited, likely by low-level feature matching, but transfer is poor with degraded images, cautioning against extrapolation of picture-based responding to natural correspondents. Despite evidence that bees exhibit some transfer while retaining discrimination, it is likely that the observed response is due to generalization more akin to confusion than true equivalence. Furthermore, although 2D patterning cues (line, edge and shade) provide discriminable cues for bees between 2D stimuli, it is not here supported that such features are perceived as equivalent to the intended floral structures."
"Common Principles in Learning from Bees through to Humans: Individual Differences Set a Basis for Learning Theory and Implementations into AI","https://scispace.com/paper/common-principles-in-learning-from-bees-through-to-humans-42ar0qzgco","2019","Journal Article","","Adrian G. Dyer
Adrian G. Dyer
Jair E. Garcia
Scarlett R. Howard
Scarlett R. Howard
Aurore Avargues Weber
Andrew D. Greentree","10.1163/23644583-00401014","https://scispace.com/pdf/common-principles-in-learning-from-bees-through-to-humans-42ar0qzgco.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses bee cognition and numeracy broadly, but lacks same/different concept training, transfer tests, individual trial data, or detailed methods; only mentions honeybees as subjects.","Although bees are separated from humans by about 600 million years with a common ancestor that had only a rudimentary nervous system, they still share over 60% of our Genome. Any commonly observed learning principles between bees and humans may be consequently either basal, or may have evolved in parallel due to their efficiency. While the universality of associative learning among the animal kingdom is well established, recent advances on honeybee’s cognition push further our understanding of shared mechanisms. Honeybees demonstrate the ability to prioritise information depending on context and the cost associated with making errors. Individual bees show evidence of having different heuristic approaches to solve complex tasks, and maintaining a diversity of cognitive strategies is also probably highly adaptive for group success. Bees can learn key numerosity abilities that humans acquire at school, such as the ability to add and subtract, understand the concept of zero and also how to link symbols with the specific numbers of items present. Such knowledge on bee cognitive-like processing serves as a source of inspiration for a better understanding of the biological roots of our intelligence, and may help shape educational theories or strategies to improve artificial intelligence efficiency."
"Generalization lags behind learning on an auditory perceptual task","https://scispace.com/paper/generalization-lags-behind-learning-on-an-auditory-349bgwzrn0","2010","Journal Article","The Journal of Neuroscience","Beverly A. Wright
Roselyn M Wilson
Andrew T. Sabin","10.1523/JNEUROSCI.1441-10.2010","https://www.jneurosci.org/content/jneuro/30/35/11635.full.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper investigates human auditory perceptual learning, not honeybee cognition or same/different concept transfer, and lacks any of the specified bee‑related criteria.","The generalization of learning from trained to untrained conditions is of great potential value because it markedly increases the efficacy of practice. In principle, generalization and the learning itself could arise from either the same or distinct neural changes. Here, we assessed these two possibilities in the realm of human perceptual learning by comparing the time course of improvement on a trained condition (learning) to that on an untrained condition (generalization) for an auditory temporal-interval discrimination task. While significant improvement on the trained condition occurred within 2 d, generalization to the untrained condition lagged behind, only emerging after 4 d. The different time courses for learning and generalization suggest that these two types of perceptual improvement can arise from at least partially distinct neural changes. The notably longer time course for generalization than learning demonstrates that increasing the duration of training can be an effective means to increase the number of conditions to which learning generalizes on perceptual tasks."
"Same/different concept learning by primates and birds.","https://scispace.com/paper/same-different-concept-learning-by-primates-and-birds-2rscx2ulek","2021","Journal Article","Learning & Behavior","Anthony A. Wright
Debbie M. Kelly
Jeffrey S. Katz","10.3758/S13420-020-00456-Z","https://scispace.com/pdf/same-different-concept-learning-by-primates-and-birds-2rscx2ulek.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Examines same/different learning in corvids and primates; no honeybees, individual bee data, or transfer tests.","Same/different abstract-concept learning experiments were conducted with two primate species and three avian species by progressively increasing the size of the training stimulus set of distinctly different pictures from eight to 1,024 pictures. These same/different learning experiments were trained with two pictures presented simultaneously. Transfer tests of same and different learning employed interspersed trials of novel pictures to assess the level of correct performance on the very first time of subjects had seen those pictures. All of the species eventually performed these tests with high accuracy, contradicting the long-accepted notion that nonhuman animals are unable to learn the concept of same/different. Capuchin and rhesus monkeys learned the concept more readily than did pigeons. Clark's nutcrackers and black-billed magpies learned as readily as monkeys, and even showed a slight advantage with the smallest training stimulus sets. Those tests of same/different learning were followed by delay procedures, such that a delay was introduced after the subjects responded to the sample picture and before the test picture. In the sequential same/different task, accuracy was shown to diminish when the stimulus on a previous trial matched the test picture previously shown on a different trial. This effect is known as proactive interference. The pigeons' proactive interference was greater at 10-s delays than 1-s delays, revealing time-based interference. By contrast, time delays had little or no effect on rhesus monkeys' proactive interference, suggesting that rhesus monkeys have better explicit memory of where and when they saw the potential interfering picture, revealing better event-based memory."
"Exploring Higher-Order Conceptual Learning in an Arthropod with a Large Multisensory Processing Center","https://scispace.com/paper/exploring-higher-order-conceptual-learning-in-an-arthropod-163lq8z5","2022","Journal Article","Insects","Kenna D. S. Lehmann
F. Shogren
Mariah Fallick
J. Colton Watts
Daniel Schoenberg
Daniel D. Wiegmann
Verner P. Bingman
Eileen A. Hebets","10.3390/insects13010081","https://scispace.com/pdf/exploring-higher-order-conceptual-learning-in-an-arthropod-163lq8z5.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on amblypygid arachnids, not honeybees; examines higher‑order learning in a different taxon, lacking bee‑specific concepts, transfer tests, individual trial data, or relevant methodological details.","Simple Summary It is difficult to measure animal intelligence because the definition of ‘intelligence’ varies, and many animals are good at specific tasks used to measure intelligence or cognition. To address this, scientists often look for evidence of common cognitive abilities. One such ability, the ability to learn concepts, is thought to be rare in animals, especially invertebrates. Concepts include the ideas of ‘same’ and ‘different’. These concepts can be applied to anything in the environment while also being independent of those objects and can help animals understand and survive their environment. Amblypygids, a relative of spiders, live in tropical and subtropical areas, are very good learners, and have a large, complex brain region known to process information from multiple senses. We tested whether amblypygids could learn the concept of ‘same’ by training them to move toward a stimulus that matched with an initial stimulus. We also trained some individuals to learn the concept ‘different’ by training them to move toward a non-matching stimulus. When we used new stimuli, the amblypygids did not move toward the correct stimulus significantly more often than the incorrect stimulus, suggesting either they are unable to learn these higher-order concepts or our experimental design failed to elicit that ability. Abstract Comparative cognition aims to understand the evolutionary history and current function of cognitive abilities in a variety of species with diverse natural histories. One characteristic often attributed to higher cognitive abilities is higher-order conceptual learning, such as the ability to learn concepts independent of stimuli—e.g., ‘same’ or ‘different’. Conceptual learning has been documented in honeybees and a number of vertebrates. Amblypygids, nocturnal enigmatic arachnids, are good candidates for higher-order learning because they are excellent associational learners, exceptional navigators, and they have large, highly folded mushroom bodies, which are brain regions known to be involved in learning and memory in insects. In Experiment 1, we investigate if the amblypygid Phrynus marginimaculatus can learn the concept of same with a delayed odor matching task. In Experiment 2, we test if Paraphrynus laevifrons can learn same/different with delayed tactile matching and nonmatching tasks before testing if they can transfer this learning to a novel cross-modal odor stimulus. Our data provide no evidence of conceptual learning in amblypygids, but more solid conclusions will require the use of alternative experimental designs to ensure our negative results are not simply a consequence of the designs we employed."
"Bumblebees Learn a Relational Rule but Switch to a Win-Stay/Lose-Switch Heuristic After Extensive Training.","https://scispace.com/paper/bumblebees-learn-a-relational-rule-but-switch-to-a-win-stay-4apzyp20mu","2020","Journal Article","Frontiers in Behavioral Neuroscience","HaDi MaBouDi
Cwyn Solvi
Cwyn Solvi
Lars Chittka","10.3389/FNBEH.2020.00137","https://scispace.com/pdf/bumblebees-learn-a-relational-rule-but-switch-to-a-win-stay-4apzyp20mu.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses bumblebees to study relational rule learning, not honeybees or same/different concepts; provides apparatus details and notes a performance shift after extensive training.","Mapping animal performance in a behavioral task to underlying cognitive mechanisms and strategies is rarely straightforward, since a task may be solvable in more than one manner. Here, we show that bumblebees perform well on a concept-based visual discrimination task but spontaneously switch from a concept-based solution to a simpler heuristic with extended training, all while continually increasing performance. Bumblebees were trained in an arena to find rewards on displays with shapes of different sizes where they could not use low-level visual cues. One group of bees was rewarded at displays with larger shapes and another group at displays with smaller shapes. Analysis of total choices shows bees increased their performance over 30 bouts to above chance. However, analyses of first and sequential choices suggest that after approximately 20 bouts, bumblebees changed to a win-stay/lose-switch strategy. Comparing bees' behavior to a probabilistic model based on a win-stay/lose-switch strategy further supports the idea that bees changed strategies with extensive training. Analyses of unrewarded tests indicate that bumblebees learned and retained the concept of relative size even after they had already switched to a win-stay, lost-shift strategy. We propose that the reason for this strategy switching may be due to cognitive flexibility and efficiency."
"Bumblebees learn a relational rule but switch to a win-stay/lose-switch heuristic after extensive training","https://scispace.com/paper/bumblebees-learn-a-relational-rule-but-switch-to-a-win-stay-2hxzirq45o","2020","Posted Content","bioRxiv","HaDi MaBouDi
Cwyn Solvi
Lars Chittka","10.1101/2020.05.08.085142","https://scispace.com/pdf/bumblebees-learn-a-relational-rule-but-switch-to-a-win-stay-2hxzirq45o.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies bumblebees, not honeybees; focuses on relational rule and win‑stay/lose‑switch heuristic, lacking same/different concept, transfer tests, individual‑level data, or honeybee‑specific methodology.","Mapping animal performance in a behavioural task to underlying cognitive mechanisms and strategies is rarely straightforward, since a task may be solvable in more than one manner. Here, we show that bumblebees perform well on a concept-based visual discrimination task, but spontaneously switch from a concept-based solution to a simpler heuristic with extended training, all while continually increasing performance. Bumblebees were trained in an arena to find reward on displays with shapes of different sizes where they could not use low-level visual cues. One group of bees was rewarded at displays with bigger shapes and another group at displays with smaller shapes. Analysis of total choices shows bees increased their performance over 30 bouts to above chance. However, analyses of first and sequential choices suggest that after approximately 20 bouts, bumblebees changed to a win-stay/lose-switch strategy. Comparing bees9 behaviour to a probabilistic model based on a win-stay/lose-switch strategy further supports the idea that bees changed strategies with extensive training. Analyses of unrewarded tests indicate bumblebees learned and retained the concept of relative size even after they had already switched to a win-stay, lost-shift strategy. We propose that the reason for this strategy switching may be due to cognitive flexibility and efficiency."
"Learning of Abstract Concepts and Rules by the Honeybee","https://scispace.com/paper/learning-of-abstract-concepts-and-rules-by-the-honeybee-tw2v5pieze35","","","","Shaowu Zhang","10.46867/ijcp.2006.19.03.04","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review discusses honeybee cognition broadly, mentions abstract concepts and species focus, but lacks original experiments, individual data, transfer tests, or detailed methods.","Despite the tiny brain of the honeybee, some remarkable higher cognitive functions have emerged from this assembly of about one million neurons. Work on the honeybee over the past decade is beginning to suggest that insects may not be the simple, reflexive creatures that they were once believed to be. Bees display perceptual and ""cognitive"" capacities that are surprisingly rich, complex and flexible. This article reviews the recent progress on the honeybee's ability to learn and use abstract rules and concepts, to categorize visual objects in various ways, and to memorize task-specific information while navigating through their environment. This review is not intended to be exhaustive. Rather, it highlights important advances in our understanding of the processes underlying the bee's remarkable behaviors."
"Concept Learning in Neuromorphic Vision Systems: What Can We Learn from Insects?","https://scispace.com/paper/concept-learning-in-neuromorphic-vision-systems-what-can-we-37yplyy8sx","2014","Journal Article","Journal of Software Engineering and Applications","Fredrik Sandin
Asad I. Khan
Adrian G. Dyer
Anang Hudaya Muhamad Amin
Giacomo Indiveri
Elisabetta Chicca
Evgeny Osipov","10.4236/JSEA.2014.75035","https://scispace.com/pdf/concept-learning-in-neuromorphic-vision-systems-what-can-we-37yplyy8sx.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper proposes neuromorphic vision concepts inspired by honeybee cognition, but lacks empirical bee experiments, individual performance data, or transfer assessments.","Vision systems that enable collision avoidance, localization and navigation in complex and uncertain environments are common in biology, but are extremely challenging to mimic in artificial electronic systems, in particular when size and power limitations apply. The development of neuromorphic electronic systems implementing models of biological sensory-motor systems in silicon is one promising approach to addressing these challenges. Concept learning is a central part of animal cognition that enables appropriate motor response in novel situations by generalization of former experience, possibly from a few examples. These aspects make concept learning a challenging and important problem. Learning methods in computer vision are typically inspired by mammals, but recent studies of insects motivate an interesting complementary research direction. There are several remarkable results showing that honeybees can learn to master abstract concepts, providing a road map for future work to allow direct comparisons between bio-inspired computing architectures and information processing in miniaturized “real” brains. Considering that the brain of a bee has less than 0.01% as many neurons as a human brain, the task to infer a minimal architecture and mechanism of concept learning from studies of bees appears well motivated. The relatively low complexity of insect sensory-motor systems makes them an interesting model for the further development of bio-inspired computing architectures, in particular for resource-constrained applications such as miniature robots, wireless sensors and handheld or wearable devices. Work in that direction is a natural step towards understanding and making use"
"Conditional same/different discrimination learning in the short-beaked echidna (Tachyglossus aculeatus)","https://scispace.com/paper/conditional-same-different-discrimination-learning-in-the-o1q9pjc9ug","2014","","","Fiona Russell","","https://scispace.com/pdf/conditional-same-different-discrimination-learning-in-the-o1q9pjc9ug.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Examines same/different learning in echidnas; honeybees only mentioned in passing, no bee data, transfer tests, or individual‑level results.",".................................................................................................................... iii FRONTISPIECE .......................................................................................................... iv TABLE OF CONTENTS .......................................................................................... v LIST OF FIGURES ..................................................................................................... xv"
"Abstract concept learning in a simple neural network inspired by the insect brain","https://scispace.com/paper/abstract-concept-learning-in-a-simple-neural-network-z5xd6lhds5","2018","Posted Content","bioRxiv","Alex Cope
Eleni Vasilaki
Dorian Minors
Chelsea Sabo
James A. R. Marshall
Andrew B. Barron","10.1101/268375","https://scispace.com/pdf/abstract-concept-learning-in-a-simple-neural-network-z5xd6lhds5.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a computational honeybee brain model; lacks empirical bee behavior, individual data, or transfer tests, offering only limited mechanistic insight.","The capacity to learn abstract concepts such as 9sameness9 and 9difference9 is considered a higher-order cognitive function, typically thought to be dependent on top-down neocortical processing. It is therefore surprising that honey bees apparantly have this capacity. Here we report a model of the structures of the honey bee brain that can learn sameness and difference, as well as a range of complex and simple associative learning tasks. Our model is constrained by the known connections and properties of the mushroom body, including the protocerebral tract, and provides a good fit to the learning rates and performances of real bees in all tasks, including learning sameness and difference. The model proposes a novel mechanism for learning the abstract concepts of 9sameness9 and 9difference9 that is compatible with the insect brain, and is not dependent on top-down or executive control processing."
"Are Bigger Brains Better","https://scispace.com/paper/are-bigger-brains-better-3zfzffia5a","2009","Journal Article","Current Biology","Lars Chittka
Jeremy E. Niven","10.1016/J.CUB.2009.08.023","http://chittkalab.sbcs.qmul.ac.uk/2009/ChittkaNivenCurrBiol09.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Reviews insect cognition, cites honeybee visual categorization and neural mechanisms, but lacks same/different concept training, individual trial data, or transfer performance; thus only loosely relevant.",""
"A transferrable change in preferences of floral patterns by bumblebees through reward reversal","https://scispace.com/paper/a-transferrable-change-in-preferences-of-floral-patterns-by-4u3exliomf","2017","Journal Article","International Journal of Comparative Psychology","Vicki Xu
C.M.S. Plowright","10.46867/IJCP.2017.30.01.04","https://scispace.com/pdf/a-transferrable-change-in-preferences-of-floral-patterns-by-4u3exliomf.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies bumblebee preference shifts via reward reversal; no honeybees, no same/different concepts, no transfer or individual trial analysis.","Author(s): Xu, Vicki; Plowright, Catherine | Abstract: This study examines the use behavioral transfer across perceptually similar stimuli in bumblebees (Bombus impatiens) and addresses whether foraging judgments about a floral stimulus can change in a way that contradicts direct previous experience with that stimulus. Twenty bees from each of four colonies underwent discrimination training of stimuli placed in a radial maze. Bees were trained to discriminate between two corresponding object and photograph pairs of artificial flowers, where one object and its corresponding photo were rewarding, while another object and its corresponding photo were unrewarding. Following discrimination training, one stimulus from each pair (either the object or the photo) was removed. The predictive reward values of the remaining stimuli were either switched for one group or stayed the same for another. Subsequent testing on the removed stimuli revealed foraging preferences to shift based on experience with the other stimulus in the group. For instance, bees treated a previously unrewarding object as rewarding after learning that the corresponding photograph had become rewarding. Foraging decisions depend not only on previous experience with stimuli, but also category membership."
"Mapping Individual Variations in Learning Capacity Journal Issue","https://scispace.com/paper/69W7UMa9ENUJ","","","","E Mercado III","","https://www.researchgate.net/profile/Eduardo-Mercado-3/publication/258235517_Dolphin_cognition_Representations_and_processes_in_perception_and_memory/links/5428c2b50cf238c6ea7cdb1a/Dolphin-cognition-Representations-and-processes-in-perception-and-memory.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies rats, not honeybees; focuses on speed/accuracy metrics, no same/different concept, transfer tests, or bee‑specific individual trial data.",""
"Similar but Different: How Foraging Bumblebees ('Bombus Impatiens') Treat Flowers and Pictures of Flowers","https://scispace.com/paper/similar-but-different-how-foraging-bumblebees-bombus-2gnzdve8mo","2016","Dissertation","","Emma Thompson","10.20381/RUOR-5023","https://ruor.uottawa.ca/bitstreams/3d83979f-4588-4ff9-9ea2-fba07c514b6e/download","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses detailed foraging apparatus and flower‑picture discrimination setup for bumblebees; lacks honeybee, same/different concept, transfer, or neural analysis.",""
"Multimodal Information Processing and Associative Learning in the Insect Brain","https://scispace.com/paper/multimodal-information-processing-and-associative-learning-1o25ykva","2022","Journal Article","Insects","Devasena Thiagarajan
Silke Sachse","10.3390/insects13040332","https://scispace.com/pdf/multimodal-information-processing-and-associative-learning-1o25ykva.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review of honeybee multimodal associative learning; no same/different concept or transfer data, but discusses neural substrates and methods across insects.","Simple Summary Insect behaviors are a great indicator of evolution and provide useful information about the complexity of organisms. The realistic sensory scene of an environment is complex and replete with multisensory inputs, making the study of sensory integration that leads to behavior highly relevant. We summarize the recent findings on multimodal sensory integration and the behaviors that originate from them in our review. Abstract The study of sensory systems in insects has a long-spanning history of almost an entire century. Olfaction, vision, and gustation are thoroughly researched in several robust insect models and new discoveries are made every day on the more elusive thermo- and mechano-sensory systems. Few specialized senses such as hygro- and magneto-reception are also identified in some insects. In light of recent advancements in the scientific investigation of insect behavior, it is not only important to study sensory modalities individually, but also as a combination of multimodal inputs. This is of particular significance, as a combinatorial approach to study sensory behaviors mimics the real-time environment of an insect with a wide spectrum of information available to it. As a fascinating field that is recently gaining new insight, multimodal integration in insects serves as a fundamental basis to understand complex insect behaviors including, but not limited to navigation, foraging, learning, and memory. In this review, we have summarized various studies that investigated sensory integration across modalities, with emphasis on three insect models (honeybees, ants and flies), their behaviors, and the corresponding neuronal underpinnings."
